numbers,valid,location
(346) 475-2140,True,Texas
(942) 775-5186,False,n/a
(471) 907-6198,False,n/a
(296) 956-2498,False,n/a
(816) 590-8532,True,Missouri
(827) 446-4470,False,n/a
(219) 499-2744,True,Indiana
(260) 479-2386,True,Indiana
(565) 750-3144,False,n/a
(825) 536-4945,True,Alberta
(466) 438-1837,False,n/a
(775) 740-9609,True,Nevada
(314) 375-0085,True,Missouri
(598) 293-3460,False,n/a
(490) 200-7218,False,n/a
(862) 497-9883,True,New Jersey
(544) 926-3184,True,n/a
(481) 435-3628,False,n/a
(267) 526-2252,True,Pennsylvania
(450) 549-8714,True,Quebec
(442) 244-0215,True,California
(479) 964-4978,True,Arkansas
(602) 804-4304,True,Arizona
(533) 591-0285,True,n/a
(298) 957-3896,False,n/a
(676) 270-0164,False,n/a
(380) 498-9338,True,Ohio
(679) 769-9049,False,n/a
(830) 978-8457,True,Texas
(203) 216-9266,True,n/a
(474) 397-1562,False,n/a
(818) 292-1448,True,California
(536) 939-8269,False,n/a
(317) 676-9523,True,Indiana
(200) 985-0102,False,n/a
(785) 907-4739,True,Kansas
(671) 294-7177,False,n/a
(696) 389-3520,False,n/a
(241) 336-5770,False,n/a
(854) 714-3860,True,Ohio
(243) 789-1140,False,n/a
(862) 517-7606,True,New Jersey
(933) 506-8452,False,n/a
(266) 475-0181,False,n/a
(766) 451-9328,False,n/a
(787) 691-0735,True,n/a
(515) 339-7384,True,Iowa
(255) 609-4583,False,n/a
(445) 891-0467,True,Philadelphia
(492) 302-1882,False,n/a
(434) 435-9395,True,Virginia
(607) 463-2796,True,New York
(671) 244-0746,False,n/a
(677) 640-4546,False,n/a
(221) 487-1368,False,n/a
(405) 767-7250,True,Oklahoma
(579) 301-7930,True,Quebec
(291) 681-5622,False,n/a
(612) 893-3291,True,Minnesota
(841) 750-6906,False,n/a
(356) 375-5558,False,n/a
(378) 360-1352,False,n/a
(843) 585-0521,True,South Carolina
(944) 297-5620,False,n/a
(334) 577-3068,True,Alabama
(649) 949-5228,True,n/a
(417) 394-3881,True,Missouri
(495) 628-7152,False,n/a
(639) 775-5409,True,Saskatchewan
(252) 672-5528,True,North Carolina
(470) 595-4767,True,Georgia
(253) 317-2454,True,Washington State
(923) 685-4256,False,n/a
(435) 466-3867,True,Utah
(853) 618-2638,False,n/a
(527) 713-4147,False,n/a
(935) 471-7957,False,n/a
(620) 575-5257,True,Kansas
(565) 271-1996,False,n/a
(284) 831-7562,False,n/a
(589) 578-5374,False,n/a
(457) 576-0784,False,n/a
(487) 305-6534,False,n/a
(278) 337-5622,False,n/a
(642) 202-5456,False,n/a
(328) 489-6777,False,n/a
(623) 213-3269,True,Arizona
(701) 647-2304,True,North Dakota
(479) 777-3560,True,Arkansas
(588) 901-0838,True,n/a
(498) 737-2500,False,n/a
(316) 246-6063,True,Kansas
(619) 908-9148,True,California
(535) 372-4966,False,n/a
(219) 676-7400,True,Indiana
(209) 492-5863,True,California
(597) 853-3243,False,n/a
(566) 795-9865,True,n/a
(543) 544-9726,False,n/a
(404) 377-3612,True,Georgia
(600) 809-3715,True,n/a
(667) 503-4069,True,Maryland
(739) 551-6594,False,n/a
(821) 808-4686,False,n/a
(688) 743-6682,False,n/a
(466) 865-1694,False,n/a
(294) 617-6823,False,n/a
(493) 761-7344,False,n/a
(665) 576-8957,False,n/a
(785) 383-7473,True,Kansas
(219) 617-4118,True,Indiana
(858) 986-7145,True,California
(781) 360-2939,True,Massachusetts
(676) 647-4083,False,n/a
(215) 682-0116,True,Pennsylvania
(453) 264-0260,False,n/a
(697) 555-3170,False,n/a
(472) 798-9065,False,n/a
(743) 294-8231,True,North Carolina
(265) 929-0139,False,n/a
(983) 978-1394,False,n/a
(369) 768-6538,False,n/a
(626) 925-5687,True,California
(976) 438-5511,False,n/a
(834) 565-8144,False,n/a
(665) 668-1411,False,n/a
(690) 663-0655,False,n/a
(345) 755-5807,False,Cayman Islands
(201) 694-7319,True,New Jersey
(732) 678-6110,True,New Jersey
(769) 249-9452,True,Mississippi
(890) 994-7406,False,n/a
(857) 510-9051,True,Massachusetts
(402) 906-9749,True,Nebraska
(220) 652-2220,True,Ohio
(399) 969-8631,False,n/a
(447) 735-1501,False,n/a
(540) 738-4262,True,Virginia
(364) 681-7385,True,Kentucky
(608) 364-7226,True,Wisconsin
(226) 292-8212,True,Ontario
(685) 734-1136,False,n/a
(958) 809-5581,False,n/a
(315) 693-2855,True,New York
(364) 747-6084,True,Kentucky
(296) 485-2048,False,n/a
(754) 830-0174,True,Florida
(951) 419-5486,True,California
(891) 885-1255,False,n/a
(561) 924-8992,True,Florida
(525) 292-0841,False,n/a
(831) 881-3356,True,California
(874) 798-6936,False,n/a
(824) 894-0408,False,n/a
(404) 831-9708,True,Georgia
(767) 475-7937,False,n/a
(709) 512-4654,True,Newfoundland and Labrador
(409) 993-1320,True,Texas
(527) 954-3562,False,n/a
(844) 520-3209,True,n/a
(649) 388-2176,False,n/a
(712) 221-3391,True,Iowa
(460) 955-3524,False,n/a
(872) 482-4884,True,"Chicago, IL"
(577) 884-7095,True,n/a
(654) 614-0181,False,n/a
(941) 814-5566,True,Florida
(279) 556-7311,True,California
(834) 592-3170,False,n/a
(611) 814-5823,False,n/a
(283) 645-0215,True,Ohio
(367) 689-9196,False,n/a
(840) 207-8658,False,n/a
(250) 407-0441,True,British Columbia
(243) 694-0113,False,n/a
(598) 783-3382,False,n/a
(968) 693-6207,False,n/a
(369) 520-4596,False,n/a
(353) 617-5665,False,n/a
(786) 374-9058,True,Florida
(358) 850-3486,False,n/a
(728) 907-0003,False,n/a
(862) 871-7566,True,New Jersey
(811) 733-3665,False,n/a
(830) 797-8458,True,Texas
(235) 971-1475,False,n/a
(933) 225-0900,False,n/a
(500) 629-1693,True,n/a
(713) 958-7284,True,n/a
(769) 925-3118,True,Mississippi
(261) 771-0815,False,n/a
(684) 703-7651,False,n/a
(437) 517-1874,True,Ontario
(498) 661-3433,False,n/a
(779) 738-0430,True,Illinois
(593) 612-8770,False,n/a
(707) 412-8340,True,California
(490) 257-8706,False,n/a
(350) 780-7660,False,n/a
(628) 948-6066,True,California
(789) 372-9923,False,n/a
(848) 952-2945,True,New Jersey
(475) 370-0673,True,Connecticut
(693) 253-8772,False,n/a
(285) 309-5403,False,n/a
(477) 973-9350,False,n/a
(682) 886-0143,True,Texas
(505) 299-7599,True,New Mexico
(581) 232-1280,True,Quebec
(667) 250-1310,True,Maryland
(857) 594-8745,True,Massachusetts
(453) 908-6365,False,n/a
(678) 363-7104,True,Georgia
(944) 359-5190,False,n/a
(868) 360-0042,True,n/a
(868) 852-4374,False,n/a
(666) 333-9108,False,n/a
(532) 881-2153,False,n/a
(627) 688-5056,False,n/a
(723) 547-1554,False,n/a
(958) 558-9270,False,n/a
(630) 952-8377,True,Illinois
(484) 578-1347,True,Pennsylvania
(380) 450-3778,True,Ohio
(365) 809-3278,True,Ontario
(817) 701-6004,True,Texas
(499) 958-9836,False,n/a
(202) 911-9041,True,Washington D.C.
(437) 518-0197,True,Ontario
(497) 261-1653,False,n/a
(273) 411-3787,False,n/a
(832) 870-1499,True,Texas
(320) 808-2504,True,Minnesota
(426) 375-5146,False,n/a
(213) 746-3124,True,"Los Angeles, CA"
(890) 439-9854,False,n/a
(595) 268-9527,False,n/a
(972) 972-5132,True,Texas
(888) 932-3301,True,n/a
(455) 739-9613,False,n/a
(544) 821-5320,True,n/a
(659) 849-2745,False,n/a
(412) 851-2919,True,Pennsylvania
(727) 878-1743,True,Florida
(537) 572-0641,False,n/a
(335) 804-1420,False,n/a
(518) 920-4527,True,New York
(880) 329-2670,False,n/a
(627) 733-4821,False,n/a
(326) 432-9419,False,n/a
(728) 778-0651,False,n/a
(469) 265-5170,True,Texas
(868) 966-8430,False,n/a
(701) 603-0600,True,North Dakota
(335) 373-0145,False,n/a
(251) 926-7643,True,Alabama
(201) 496-8800,True,New Jersey
(401) 538-0022,True,Rhode Island
(866) 377-4512,True,n/a
(639) 949-4139,True,Saskatchewan
(650) 764-8397,True,California
(392) 787-0708,False,n/a
(349) 601-2923,False,n/a
(473) 803-1288,False,n/a
(781) 524-2923,True,Massachusetts
(432) 295-2059,True,Texas
(875) 369-0158,False,n/a
(774) 719-7832,True,Massachusetts
(843) 847-2355,True,South Carolina
(937) 664-9375,True,Ohio
(259) 405-4780,False,n/a
(673) 695-8154,False,n/a
(826) 419-4542,False,n/a
(577) 588-1597,True,n/a
(284) 306-3348,False,n/a
(296) 381-8256,False,n/a
(853) 532-8985,False,n/a
(301) 302-1448,True,Maryland
(906) 875-0810,True,Michigan
(979) 438-2611,True,Texas
(277) 918-0789,False,n/a
(899) 955-4017,False,n/a
(840) 981-4736,False,n/a
(457) 731-6687,False,n/a
(722) 208-0999,False,n/a
(452) 930-5838,False,n/a
(307) 599-9039,True,Wyoming
(251) 746-0104,True,Alabama
(687) 686-9894,False,n/a
(264) 813-1453,False,n/a
(797) 540-1284,False,n/a
(972) 988-5864,True,Texas
(502) 919-2115,True,Kentucky
(529) 908-2290,False,n/a
(424) 401-3901,True,California
(920) 791-3588,True,Wisconsin
(511) 949-6563,False,n/a
(276) 759-1270,True,Virginia
(673) 880-8312,False,n/a
(230) 319-5055,False,n/a
(742) 700-9778,False,n/a
(366) 807-3942,False,n/a
(663) 515-0270,False,n/a
(857) 574-9959,True,Massachusetts
(571) 997-7604,True,Virginia
(734) 624-4498,True,Michigan
(209) 211-4297,True,California
(857) 306-9354,True,Massachusetts
(541) 250-6662,True,Oregon
(799) 211-9844,False,n/a
(550) 311-5131,False,n/a
(534) 261-5107,True,Wisconsin
(765) 579-8526,True,Indiana
(943) 490-0998,False,n/a
(516) 329-8124,True,New York
(260) 521-3014,True,Indiana
(203) 225-8541,True,n/a
(233) 376-2249,False,n/a
(375) 880-2854,False,n/a
(328) 255-6961,False,n/a
(522) 484-1867,True,n/a
(296) 540-2056,False,n/a
(806) 600-6783,True,Texas
(619) 637-3682,True,California
(675) 230-0839,False,n/a
(735) 594-1944,False,n/a
(843) 782-9347,True,South Carolina
(208) 431-5313,True,Idaho
(309) 527-8654,True,Illinois
(562) 960-7874,True,California
(941) 904-9463,True,Florida
(892) 532-2725,False,n/a
(862) 492-7539,True,New Jersey
(728) 340-0274,False,n/a
(527) 986-4290,False,n/a
(682) 452-1516,True,Texas
(771) 745-7401,False,n/a
(371) 306-4239,False,n/a
(697) 934-7992,False,n/a
(517) 687-8980,True,Michigan
(566) 654-8634,True,n/a
(826) 384-3534,False,n/a
(823) 370-8258,False,n/a
(252) 612-6218,True,North Carolina
(267) 511-4462,True,Pennsylvania
(297) 733-5817,False,n/a
(756) 364-8031,False,n/a
(513) 398-4114,True,Ohio
(903) 853-6614,True,Texas
(309) 893-9420,True,Illinois
(578) 960-4482,False,n/a
(243) 279-4704,False,n/a
(605) 931-4873,True,South Dakota
(613) 815-4859,True,Ontario
(955) 423-4947,False,n/a
(323) 547-0480,True,California
(558) 732-0987,False,n/a
(251) 465-0833,True,Alabama
(210) 486-4857,True,"San Antonio, TX"
(548) 877-8934,True,Ontario
(986) 357-7335,True,Idaho
(520) 987-2406,True,Arizona
(256) 975-2846,True,Alabama
(228) 695-2903,True,Mississippi
(578) 460-6546,False,n/a
(619) 861-7003,True,California
(366) 705-6129,False,n/a
(290) 381-9168,False,n/a
(714) 642-6519,True,California
(307) 273-2349,True,Wyoming
(590) 860-3144,False,n/a
(414) 205-0697,True,Wisconsin
(810) 828-8697,True,Michigan
(287) 437-1760,False,n/a
(363) 664-2301,False,n/a
(297) 963-0267,False,n/a
(623) 382-0925,True,Arizona
(594) 628-5146,False,n/a
(774) 737-7793,True,Massachusetts
(675) 987-7983,False,n/a
(451) 319-1870,False,n/a
(717) 899-4294,True,Pennsylvania
(904) 460-8576,True,Florida
(334) 685-9643,True,Alabama
(331) 681-7245,True,Illinois
(223) 780-5469,True,Pennsylvania
(898) 586-3742,False,n/a
(209) 446-3251,True,California
(840) 864-9003,False,n/a
(800) 421-6383,True,n/a
(473) 870-5664,False,n/a
(696) 686-3184,False,n/a
(612) 353-9387,True,Minnesota
(235) 562-1942,False,n/a
(375) 956-8038,False,n/a
(547) 985-1191,False,n/a
(722) 915-4370,False,n/a
(249) 237-6292,True,Ontario
(852) 227-9193,False,n/a
(202) 680-8192,True,Washington D.C.
(672) 570-9356,True,British Columbia
(216) 956-6336,True,Ohio
(370) 520-6158,False,n/a
(225) 504-0824,True,Louisiana
(970) 630-0735,True,Colorado
(487) 914-5826,False,n/a
(559) 700-7793,True,California
(918) 949-0721,True,Oklahoma
(749) 854-4149,False,n/a
(927) 554-2528,False,n/a
(715) 375-7546,True,Wisconsin
(222) 853-1170,False,n/a
(655) 853-0483,False,n/a
(826) 452-5545,False,n/a
(628) 855-0360,True,California
(514) 468-3147,True,Quebec
(235) 503-7423,False,n/a
(351) 864-9141,True,Massachusetts
(512) 529-7528,True,Texas
(388) 923-1543,False,n/a
(922) 864-3798,False,n/a
(698) 781-2479,False,n/a
(280) 394-3280,False,n/a
(828) 785-7805,True,North Carolina
(271) 668-7106,False,n/a
(622) 790-8318,True,n/a
(280) 915-8761,False,n/a
(935) 651-7097,False,n/a
(292) 496-8793,False,n/a
(892) 756-9449,False,n/a
(516) 695-5853,True,New York
(602) 278-7005,True,Arizona
(806) 385-7048,True,Texas
(609) 663-3547,True,New Jersey
(312) 232-8569,True,"Chicago, IL"
(946) 373-4976,False,n/a
(877) 330-0163,True,n/a
(950) 636-5275,False,n/a
(788) 907-9961,False,n/a
(550) 571-2215,False,n/a
(617) 206-2316,True,Massachusetts
(363) 232-1457,False,n/a
(562) 778-7685,True,California
(599) 796-1192,False,n/a
(722) 477-7298,False,n/a
(578) 817-0728,False,n/a
(387) 876-9153,False,n/a
(864) 796-1691,True,South Carolina
(874) 237-4206,False,n/a
(914) 328-0890,True,New York
(433) 445-0229,False,n/a
(452) 265-4915,False,n/a
(534) 259-7798,True,Wisconsin
(915) 726-1460,True,Texas
(204) 901-5852,True,Manitoba
(549) 563-9386,False,n/a
(853) 420-1635,False,n/a
(643) 577-1909,False,n/a
(675) 352-7870,False,n/a
(546) 540-3379,False,n/a
(463) 926-7320,True,Indiana
(831) 918-2514,True,California
(458) 787-2250,True,Oregon
(689) 802-1919,True,Florida
(823) 235-6388,False,n/a
(810) 887-7032,True,Michigan
(789) 795-6577,False,n/a
(216) 822-7744,True,Ohio
(553) 491-2471,False,n/a
(856) 251-0374,True,New Jersey
(288) 404-5403,False,n/a
(795) 618-7106,False,n/a
(622) 201-2021,True,n/a
(983) 977-5101,False,n/a
(408) 254-0691,True,California
(618) 518-7848,True,Illinois
(616) 297-5860,True,Michigan
(896) 811-5583,False,n/a
(440) 722-0435,True,Ohio
(696) 416-7396,False,n/a
(785) 803-0613,True,Kansas
(258) 844-3204,False,n/a
(965) 495-0199,False,n/a
(352) 483-9592,True,Florida
(581) 785-3504,True,Quebec
(750) 669-7524,False,n/a
(348) 989-0268,False,n/a
(231) 464-5180,True,Michigan
(260) 958-9992,True,Indiana
(605) 496-8657,True,South Dakota
(851) 739-4183,False,n/a
(872) 937-4411,True,"Chicago, IL"
(479) 253-9961,True,Arkansas
(995) 239-8386,False,n/a
(574) 980-6629,True,Indiana
(664) 493-8682,True,n/a
(657) 490-3546,True,California
(786) 896-8895,True,Florida
(945) 607-3464,False,n/a
(233) 287-6320,False,n/a
(283) 454-2842,True,Ohio
(249) 634-3576,True,Ontario
(889) 608-6946,False,n/a
(709) 885-1729,True,Newfoundland and Labrador
(482) 929-8970,False,n/a
(356) 571-2541,False,n/a
(265) 323-0860,False,n/a
(941) 739-2139,True,Florida
(432) 735-5478,True,Texas
(863) 730-6587,True,Florida
(282) 448-3476,False,n/a
(456) 204-6812,False,n/a
(593) 782-7822,False,n/a
(277) 863-7778,False,n/a
(897) 677-1299,False,n/a
(771) 334-8257,False,n/a
(793) 819-1219,False,n/a
(489) 209-5201,False,n/a
(546) 787-0823,False,n/a
(266) 711-6133,False,n/a
(325) 246-5669,True,Texas
(676) 344-0900,False,n/a
(429) 773-4337,False,n/a
(428) 220-6434,False,n/a
(668) 720-2608,False,n/a
(284) 527-5691,False,n/a
(964) 220-2080,False,n/a
(269) 248-4238,True,Michigan
(576) 485-2585,False,n/a
(564) 833-7639,True,Washington State
(830) 438-5274,True,Texas
(912) 522-9705,True,Georgia
(433) 428-8853,False,n/a
(958) 922-6332,False,n/a
(737) 807-1766,True,Texas
(816) 784-9042,True,Missouri
(550) 862-3053,False,n/a
(740) 623-1109,True,Ohio
(675) 723-9477,False,n/a
(432) 637-4132,True,Texas
(292) 873-1783,False,n/a
(596) 466-3952,False,n/a
(612) 419-4365,True,Minnesota
(474) 969-0481,False,n/a
(417) 825-8909,True,Missouri
(751) 386-5252,False,n/a
(401) 793-1654,True,Rhode Island
(384) 471-2518,False,n/a
(547) 577-4127,False,n/a
(708) 656-0018,True,Illinois
(741) 903-3773,False,n/a
(822) 745-7875,False,n/a
(555) 978-3056,False,n/a
(691) 822-2476,False,n/a
(801) 841-3184,True,Utah
(882) 321-2947,False,n/a
(665) 500-2329,False,n/a
(742) 877-2524,False,n/a
(370) 899-5237,False,n/a
(552) 257-7758,False,n/a
(917) 637-6329,True,New York
(559) 536-8681,True,California
(839) 677-7415,False,n/a
(666) 436-8498,False,n/a
(990) 331-9092,False,n/a
(779) 303-6877,True,Illinois
(247) 749-2592,False,n/a
(477) 650-7167,False,n/a
(914) 804-7201,True,New York
(649) 309-9161,False,n/a
(599) 584-7193,False,n/a
(566) 853-5938,True,n/a
(428) 547-4494,False,n/a
(420) 972-2369,False,n/a
(585) 529-7909,True,New York
(864) 463-5644,True,South Carolina
(763) 611-8089,True,Minnesota
(890) 485-7514,False,n/a
(855) 382-0638,True,n/a
(960) 805-2594,False,n/a
(765) 730-6648,True,Indiana
(445) 411-1174,True,Philadelphia
(734) 336-2099,True,Michigan
(679) 622-4358,False,n/a
(841) 548-7000,False,n/a
(954) 305-1674,True,Florida
(969) 767-2903,False,n/a
(458) 206-2975,True,Oregon
(945) 956-2539,False,n/a
(687) 325-5282,False,n/a
(568) 296-5324,False,n/a
(821) 238-9869,False,n/a
(417) 321-3310,True,Missouri
(212) 237-5769,True,"New York, NY"
(256) 978-3061,True,Alabama
(652) 246-5141,False,n/a
(942) 473-7527,False,n/a
(904) 224-0647,True,Florida
(748) 358-3669,False,n/a
(724) 289-3969,True,Pennsylvania
(982) 857-6035,False,n/a
(499) 236-8166,False,n/a
(539) 390-4858,True,Oklahoma
(983) 497-5125,False,n/a
(484) 508-9762,True,Pennsylvania
(735) 435-1629,False,n/a
(293) 945-2652,False,n/a
(621) 225-2517,False,n/a
(998) 736-4080,False,n/a
(642) 421-4247,False,n/a
(583) 498-8146,False,n/a
(903) 484-5960,True,Texas
(423) 947-5008,True,Tennessee
(441) 393-4621,True,n/a
(324) 585-6570,False,n/a
(894) 351-1224,False,n/a
(256) 701-6873,True,Alabama
(775) 911-5651,True,Nevada
(565) 749-3921,False,n/a
(563) 257-4742,True,Iowa
(579) 336-2442,True,Quebec
(668) 650-4051,False,n/a
(518) 563-8681,True,New York
(944) 279-1882,False,n/a
(911) 232-7812,False,n/a
(632) 884-3434,False,n/a
(390) 886-7087,False,n/a
(768) 265-2714,False,n/a
(304) 314-6587,True,West Virginia
(820) 421-5065,True,California
(976) 544-4445,False,n/a
(994) 476-7517,False,n/a
(621) 860-7408,False,n/a
(948) 866-7825,False,n/a
(709) 464-4720,True,Newfoundland and Labrador
(420) 895-8519,False,n/a
(780) 458-9364,True,"Edmonton, AB"
(554) 774-1638,False,n/a
(508) 387-5679,True,Massachusetts
(787) 806-1197,True,n/a
(584) 348-9472,False,n/a
(982) 592-4227,False,n/a
(880) 389-2823,False,n/a
(967) 353-0542,False,n/a
(929) 536-5985,True,New York
(954) 232-4119,True,Florida
(507) 804-4826,True,Minnesota
(365) 210-0402,True,Ontario
(502) 429-5384,True,Kentucky
(864) 290-2844,True,South Carolina
(490) 388-5119,False,n/a
(587) 812-4759,True,Alberta
(974) 463-0255,False,n/a
(806) 658-6586,True,Texas
(238) 765-2106,False,n/a
(478) 939-7857,True,Georgia
(280) 494-9489,False,n/a
(886) 214-6964,False,n/a
(456) 950-7030,False,n/a
(813) 250-8382,True,Florida
(294) 373-6206,False,n/a
(277) 707-9332,False,n/a
(363) 656-2347,False,n/a
(452) 758-1087,False,n/a
(744) 523-3089,False,n/a
(462) 413-3848,False,n/a
(868) 631-8141,True,n/a
(206) 871-8804,True,Washington State
(554) 588-5437,False,n/a
(532) 331-2950,False,n/a
(860) 236-6487,True,Connecticut
(717) 259-2672,True,Pennsylvania
(688) 838-7707,False,n/a
(881) 375-8929,False,n/a
(694) 861-2943,False,n/a
(630) 833-6061,True,Illinois
(397) 477-0867,False,n/a
(638) 513-3678,False,n/a
(937) 553-1323,True,Ohio
(819) 977-6306,True,Quebec
(828) 625-4700,True,North Carolina
(381) 635-9163,False,n/a
(626) 663-7147,True,California
(411) 202-7111,False,n/a
(248) 665-3307,True,Michigan
(255) 425-2958,False,n/a
(785) 588-9648,True,Kansas
(463) 273-9932,True,Indiana
(244) 812-2970,False,n/a
(311) 219-5001,False,n/a
(505) 825-0941,True,New Mexico
(361) 361-8069,True,Texas
(396) 949-0024,False,n/a
(404) 429-5122,True,Georgia
(622) 874-9640,True,n/a
(622) 361-2520,True,n/a
(889) 224-7331,False,n/a
(504) 950-8713,True,Louisiana
(498) 726-8150,False,n/a
(882) 519-6469,False,n/a
(838) 885-0935,True,New York
(661) 401-8398,True,California
(810) 731-0300,True,Michigan
(898) 212-9255,False,n/a
(899) 974-5871,False,n/a
(883) 839-5372,False,n/a
(411) 629-3903,False,n/a
(584) 642-1908,False,n/a
(923) 648-6867,False,n/a
(313) 213-1337,True,Michigan
(315) 321-9297,True,New York
(931) 643-3059,True,Tennessee
(550) 490-3456,False,n/a
(215) 596-5448,True,Pennsylvania
(561) 667-3753,True,Florida
(292) 939-4532,False,n/a
(604) 422-5163,True,British Columbia
(962) 325-1260,False,n/a
(854) 269-5880,True,Ohio
(984) 900-3251,True,North Carolina
(320) 358-6849,True,Minnesota
(906) 493-3699,True,Michigan
(395) 631-4731,False,n/a
(575) 770-9078,True,New Mexico
(733) 930-8734,False,n/a
(976) 635-8064,False,n/a
(398) 670-5417,False,n/a
(364) 816-9278,True,Kentucky
(420) 911-9276,False,n/a
(201) 853-8047,True,New Jersey
(811) 372-0692,False,n/a
(509) 722-7836,True,Washington State
(372) 443-2912,False,n/a
(520) 634-6244,True,Arizona
(375) 361-0631,False,n/a
(413) 622-9752,True,Massachusetts
(940) 766-1439,True,Texas
(821) 373-9587,False,n/a
(512) 494-4889,True,Texas
(849) 918-8267,True,n/a
(219) 287-0864,True,Indiana
(558) 204-4713,False,n/a
(570) 684-2512,True,Pennsylvania
(501) 698-9633,True,Arkansas
(839) 291-4067,False,n/a
(985) 673-3713,True,Louisiana
(509) 459-3167,True,Washington State
(349) 271-5176,False,n/a
(822) 731-1490,False,n/a
(657) 281-9612,True,California
(531) 303-6687,True,Nebraska
(410) 468-1437,True,Maryland
(560) 509-5409,False,n/a
(263) 475-9031,False,n/a
(751) 312-3390,False,n/a
(292) 865-3111,False,n/a
(334) 964-7779,True,Alabama
(516) 307-8013,True,New York
(318) 885-4853,True,Louisiana
(353) 325-9693,False,n/a
(402) 914-8163,True,Nebraska
(236) 688-7684,True,British Columbia
(281) 838-5437,True,Texas
(264) 663-2687,False,n/a
(353) 702-4980,False,n/a
(946) 560-2373,False,n/a
(964) 980-1367,False,n/a
(570) 607-8630,True,Pennsylvania
(512) 833-2524,True,Texas
(361) 642-8937,True,Texas
(312) 649-3605,True,"Chicago, IL"
(647) 928-5981,True,Ontario
(506) 452-1443,True,New Brunswick
(484) 816-8636,True,Pennsylvania
(706) 756-9985,True,Georgia
(309) 339-2589,True,Illinois
(441) 604-4684,True,n/a
(476) 446-9104,False,n/a
(526) 987-3215,False,n/a
(739) 436-6100,False,n/a
(245) 441-4524,False,n/a
(204) 757-9034,True,Manitoba
(424) 994-5933,True,California
(654) 627-9935,False,n/a
(945) 642-7725,False,n/a
(634) 320-5503,False,n/a
(923) 463-8150,False,n/a
(862) 958-6731,True,New Jersey
(951) 487-9422,True,California
(321) 364-2265,True,Florida
(488) 384-2840,False,n/a
(291) 913-9997,False,n/a
(601) 492-1173,True,Mississippi
(380) 542-6012,True,Ohio
(781) 209-5893,True,Massachusetts
(873) 522-6333,True,Quebec
(541) 856-5105,True,Oregon
(498) 636-0256,False,n/a
(782) 619-0463,True,Nova Scotia/Prince Edward Island
(836) 246-5242,False,n/a
(334) 914-1689,True,Alabama
(271) 470-4880,False,n/a
(492) 700-9144,False,n/a
(845) 531-2459,True,New York
(762) 949-6676,True,Georgia
(510) 322-2085,True,California
(957) 362-6303,False,n/a
(331) 550-2397,True,Illinois
(843) 656-2421,True,South Carolina
(474) 730-2029,False,n/a
(378) 294-5715,False,n/a
(677) 383-0605,False,n/a
(795) 810-8249,False,n/a
(823) 518-7384,False,n/a
(633) 219-9561,False,n/a
(729) 400-5728,False,n/a
(208) 709-0289,True,Idaho
(689) 985-4388,True,Florida
(365) 750-5064,True,Ontario
(569) 539-2295,False,n/a
(738) 284-1665,False,n/a
(929) 706-0768,True,New York
(803) 843-5061,True,South Carolina
(216) 437-1047,True,Ohio
(462) 538-3793,False,n/a
(221) 207-2882,False,n/a
(649) 377-3575,False,n/a
(623) 629-9378,True,Arizona
(667) 813-1957,True,Maryland
(376) 606-9003,False,n/a
(982) 211-0644,False,n/a
(265) 850-7402,False,n/a
(268) 496-3743,False,n/a
(716) 599-3290,True,New York
(516) 417-1210,True,New York
(910) 840-7664,True,North Carolina
(897) 433-6649,False,n/a
(672) 412-3485,True,British Columbia
(866) 554-1122,True,n/a
(738) 559-0344,False,n/a
(410) 547-0456,True,Maryland
(950) 313-1892,False,n/a
(871) 607-6466,False,n/a
(774) 549-0572,True,Massachusetts
(547) 251-4555,False,n/a
(764) 782-1079,False,n/a
(834) 250-7881,False,n/a
(840) 654-0173,False,n/a
(695) 621-3162,False,n/a
(565) 596-3300,False,n/a
(591) 662-1300,False,n/a
(444) 712-3071,False,n/a
(891) 626-5143,False,n/a
(643) 947-3708,False,n/a
(384) 873-6312,False,n/a
(498) 377-4333,False,n/a
(720) 990-8699,True,Colorado
(414) 996-5277,True,Wisconsin
(687) 613-8224,False,n/a
(237) 531-4173,False,n/a
(464) 950-1803,False,n/a
(462) 492-2337,False,n/a
(814) 952-1232,True,Pennsylvania
(799) 696-8638,False,n/a
(465) 424-7106,False,n/a
(944) 758-3850,False,n/a
(621) 990-4224,False,n/a
(340) 234-2451,False,n/a
(258) 633-1197,False,n/a
(896) 578-7626,False,n/a
(566) 548-4670,True,n/a
(579) 631-4116,True,Quebec
(330) 355-9574,True,Ohio
(713) 724-3780,True,n/a
(592) 908-2570,False,n/a
(482) 266-1965,False,n/a
(460) 673-4306,False,n/a
(902) 302-3242,True,Nova Scotia/Prince Edward Island
(450) 933-1237,True,Quebec
(781) 908-7505,True,Massachusetts
(844) 893-7893,True,n/a
(398) 421-7623,False,n/a
(412) 918-7303,True,Pennsylvania
(455) 922-5511,False,n/a
(655) 921-5795,False,n/a
(870) 703-3146,True,Arkansas
(940) 775-9061,True,Texas
(247) 832-7950,False,n/a
(382) 337-9231,False,n/a
(861) 499-1587,False,n/a
(229) 367-4171,True,Georgia
(420) 921-1233,False,n/a
(644) 866-9309,False,n/a
(701) 964-5783,True,North Dakota
(806) 406-8151,True,Texas
(328) 355-9278,False,n/a
(558) 587-3857,False,n/a
(333) 933-2902,False,n/a
(700) 315-1699,False,n/a
(562) 298-9806,True,California
